"Year","Period","Trade.Flow","Reporter","Commodity.Code","Netweight.kg","Trade.Value.USD","Netweight.kg.mean"
2011,201106,"Exports","Croatia",701,38875,18017,38875
2011,201106,"Exports","China",701,15689311,5536480,15689311
2011,201107,"Exports","Croatia",701,19982,9261,19982
2011,201107,"Exports","China",701,18791116,6389589,18791116
2011,201108,"Exports","China",701,5076023,1906165,5076023
2011,201109,"Exports","China",701,1411591,603037,1411591
2011,201110,"Exports","China",701,1778654,789762,1778654
2011,201111,"Exports","Canada",701,22000,13323,22000
2011,201111,"Exports","China",701,1016164,428679,1016164
2011,201112,"Exports","China",701,1249092,516113,1249092
2012,201204,"Exports","Hungary",701,19600,11872,19600
2012,201204,"Exports","Slovakia",701,20000,15794,20000
2012,201202,"Exports","Belarus",701,2801867,463200,2801867
2012,201201,"Exports","Belarus",701,1453677,173300,1453677
2012,201212,"Exports","Germany",701,124920,34752,124920
2012,201204,"Exports","Germany",701,9345790,5652871,9345790
2012,201206,"Exports","Germany",701,5609520,3274607,5609520
2012,201203,"Exports","Germany",701,2465360,1534992,2465360
2012,201205,"Exports","Germany",701,5453380,3224393,5453380
2012,201207,"Exports","Germany",701,3766140,2152658,3766140
2012,201205,"Exports","Spain",701,36300,13835,36300
2012,201206,"Exports","Spain",701,20700,13224,20700
2012,201202,"Exports","Germany",701,300000,307987,3e+05
2012,201202,"Exports","France",701,1550400,606942,1550400
2012,201201,"Imports","Georgia",701,61200,18648,61200
2012,201210,"Exports","France",701,188800,155584,188800
2012,201206,"Exports","France",701,449200,167022,449200
2012,201201,"Exports","France",701,998900,391163,998900
2012,201211,"Exports","France",701,618700,516879,618700
2012,201203,"Exports","France",701,2262900,641793,2262900
2012,201209,"Exports","France",701,161200,124814,161200
2012,201204,"Exports","France",701,1787000,772662,1787000
2012,201212,"Exports","France",701,691300,572593,691300
2012,201207,"Exports","France",701,411700,113320,411700
2012,201205,"Exports","France",701,503100,266241,503100
2012,201206,"Exports","EU-28",701,40414895,15397454,40414895
2012,201210,"Exports","EU-28",701,1579416,978225,1579416
2012,201207,"Exports","EU-28",701,5859702,2905293,5859702
2012,201205,"Imports","EU-28",701,21000,2954,21000
2012,201212,"Exports","EU-28",701,5094187,3199485,5094187
2012,201201,"Exports","EU-28",701,7706006,2148621,7706006
2012,201205,"Exports","EU-28",701,19454573,7024046,19454573
2012,201208,"Exports","EU-28",701,759527,525276,759527
2012,201202,"Exports","EU-28",701,17315620,5660037,17315620
2012,201203,"Exports","EU-28",701,25910042,8858649,25910042
2012,201203,"Imports","EU-28",701,20000,2591,20000
2012,201209,"Exports","EU-28",701,1277519,971425,1277519
2012,201204,"Exports","EU-28",701,51930749,19752357,51930749
2012,201211,"Exports","EU-28",701,3031764,1917196,3031764
2012,201210,"Exports","Netherlands",701,60644,23772,60644
2012,201203,"Exports","Estonia",701,20000,5993,20000
2012,201201,"Exports","Finland",701,1822500,431492,1822500
2012,201211,"Exports","Estonia",701,20000,8338,20000
2012,201208,"Exports","Finland",701,21000,9585,21000
2012,201212,"Exports","Netherlands",701,1771638,1103385,1771638
2012,201202,"Exports","Finland",701,4001900,1430625,4001900
2012,201201,"Exports","Estonia",701,20000,8311,20000
2012,201205,"Exports","Estonia",701,100000,38687,1e+05
2012,201203,"Exports","Finland",701,3955400,1442671,3955400
2012,201207,"Exports","Netherlands",701,109899,31919,109899
2012,201203,"Exports","Netherlands",701,11083370,3446052,11083370
2012,201209,"Exports","Netherlands",701,22362,10345,22362
2012,201204,"Exports","Netherlands",701,25035660,7850392,25035660
2012,201204,"Exports","Estonia",701,40000,16703,40000
2012,201202,"Exports","Estonia",701,20000,8662,20000
2012,201202,"Exports","Netherlands",701,8038660,2079110,8038660
2012,201211,"Exports","Netherlands",701,657997,417170,657997
2012,201206,"Exports","Netherlands",701,8460620,1439031,8460620
2012,201205,"Exports","Finland",701,3391100,945836,3391100
2012,201205,"Exports","Netherlands",701,8214600,1667413,8214600
2012,201212,"Imports","Montenegro",701,39950,10745,39950
2012,201206,"Exports","Finland",701,3419800,664316,3419800
2012,201211,"Exports","Finland",701,401900,214561,401900
2012,201209,"Exports","Finland",701,174600,110517,174600
2012,201210,"Exports","Finland",701,306000,135955,306000
2012,201212,"Exports","Finland",701,551800,303831,551800
2012,201201,"Exports","Netherlands",701,3440058,666661,3440058
2012,201204,"Exports","Finland",701,4238000,1678010,4238000
2012,201206,"Exports","Estonia",701,160000,47499,160000
2012,201207,"Exports","Finland",701,601000,112988,601000
2012,201208,"Exports","Netherlands",701,112737,52592,112737
2012,201204,"Exports","Israel",701,NA,3933000,1666080
2012,201202,"Exports","Poland",701,252120,44072,252120
2012,201206,"Exports","Poland",701,815429,358278,815429
2012,201209,"Exports","Poland",701,63840,22374,63840
2012,201208,"Exports","Poland",701,67860,26349,67860
2012,201202,"Exports","Israel",701,NA,247000,1666080
2012,201210,"Exports","Poland",701,2,316,2
2012,201201,"Exports","Pakistan",701,86994,20809,86994
2012,201203,"Exports","Pakistan",701,10075332,2272822,10075332
2012,201206,"Exports","Israel",701,NA,168000,1666080
2012,201202,"Exports","Pakistan",701,2657493,755247,2657493
2012,201212,"Exports","Poland",701,41213,28008,41213
2012,201204,"Exports","Pakistan",701,6906748,1980209,6906748
2012,201207,"Exports","Poland",701,393176,120294,393176
2012,201204,"Exports","Poland",701,2220850,374411,2220850
2012,201205,"Exports","Israel",701,NA,3144000,1666080
2012,201203,"Exports","Poland",701,1718150,217729,1718150
2012,201211,"Exports","Poland",701,19250,19167,19250
2012,201201,"Exports","Israel",701,NA,42000,1666080
2012,201201,"Exports","Poland",701,50350,4524,50350
2012,201205,"Exports","Poland",701,199251,124931,199251
2012,201205,"Exports","Pakistan",701,142120,42347,142120
2012,201203,"Exports","Israel",701,NA,1935000,1666080
2012,201207,"Exports","Israel",701,NA,677000,1666080
2012,201204,"Exports","Rep. of Moldova",701,2862860,350625,2862860
2012,201205,"Exports","Rep. of Moldova",701,1390910,155156,1390910
2012,201207,"Imports","Egypt",701,NA,201359,1666080
2012,201206,"Exports","Rep. of Moldova",701,303970,29934,303970
2012,201203,"Exports","Rep. of Moldova",701,2076808,284216,2076808
2012,201205,"Exports","United Kingdom",701,75000,71642,75000
2012,201201,"Exports","Rep. of Moldova",701,62800,10465,62800
2012,201206,"Exports","Egypt",701,NA,4899020,1666080
2012,201204,"Exports","United States of America",701,NA,288000,1666080
2012,201204,"Exports","United Kingdom",701,2421000,1388515,2421000
2012,201205,"Exports","Egypt",701,NA,19598490,1666080
2012,201203,"Exports","Egypt",701,NA,40061,1666080
2012,201204,"Exports","Denmark",701,5000,2527,5000
2012,201205,"Exports","United States of America",701,NA,120000,1666080
2012,201204,"Exports","Egypt",701,NA,5653647,1666080
2012,201202,"Exports","Rep. of Moldova",701,623110,110222,623110
2012,201206,"Exports","United Kingdom",701,20000000,8938069,2e+07
2012,201202,"Exports","Denmark",701,20000,11531,20000
2012,201204,"Exports","Czech Rep.",701,120000,74181,120000
2012,201211,"Exports","Kazakhstan",701,46000,8370,46000
2012,201210,"Imports","Kazakhstan",701,439600,204530,439600
2012,201210,"Exports","Kazakhstan",701,40000,9900,40000
2012,201206,"Imports","Kazakhstan",701,293000,123080,293000
2012,201201,"Imports","Kazakhstan",701,41100,8720,41100
2012,201212,"Imports","Kazakhstan",701,156600,29010,156600
2012,201202,"Imports","Kazakhstan",701,25500,6840,25500
2012,201204,"Exports","Austria",701,20000,7897,20000
2012,201207,"Imports","Kazakhstan",701,97800,37270,97800
2012,201211,"Imports","Kazakhstan",701,255100,68380,255100
2012,201209,"Imports","Kazakhstan",701,143400,40110,143400
2012,201209,"Exports","Kazakhstan",701,70000,24360,70000
2012,201203,"Imports","Kazakhstan",701,41500,15120,41500
2012,201204,"Imports","Kazakhstan",701,92400,38610,92400
2012,201205,"Imports","Kazakhstan",701,667800,363390,667800
2012,201208,"Imports","Kazakhstan",701,80500,20020,80500
2012,201204,"Exports","Australia",701,1000,931,1000
2012,201203,"Exports","Austria",701,40000,24422,40000
2012,201210,"Exports","United States of America",701,NA,1253940,1666080
2012,201211,"Exports","United States of America",701,NA,12768,1666080
2012,201202,"Exports","Austria",701,60000,35705,60000
2012,201212,"Exports","Australia",701,2000,2197,2000
2012,201205,"Exports","Lithuania",701,1093201,628512,1093201
2012,201210,"Exports","Lithuania",701,919971,589825,919971
2012,201206,"Exports","Belgium",701,632500,93006,632500
2012,201211,"Exports","Latvia",701,600,1075,600
2012,201201,"Exports","Lithuania",701,1098685,595639,1098685
2012,201208,"Exports","Belgium",701,20000,5394,20000
2012,201211,"Exports","Belgium",701,244,141,244
2012,201207,"Exports","Belgium",701,135500,23917,135500
2012,201203,"Exports","Latvia",701,11325,13531,11325
2012,201207,"Exports","Lithuania",701,442243,353513,442243
2012,201208,"Exports","Lithuania",701,531705,421937,531705
2012,201212,"Exports","Lithuania",701,1912451,1159723,1912451
2012,201205,"Exports","Belgium",701,333625,34479,333625
2012,201203,"Exports","Belgium",701,930474,179899,930474
2012,201209,"Exports","Latvia",701,3720,3149,3720
2012,201208,"Exports","Latvia",701,4125,4446,4125
2012,201211,"Exports","Lithuania",701,1253694,704334,1253694
2012,201212,"Exports","Belgium",701,1000,620,1000
2012,201203,"Imports","Lithuania",701,20000,2594,20000
2012,201204,"Exports","Lithuania",701,3484570,1385495,3484570
2012,201202,"Exports","Belgium",701,17112,10182,17112
2012,201204,"Exports","Belgium",701,110000,11583,110000
2012,201209,"Exports","Lithuania",701,772096,633683,772096
2012,201202,"Exports","Lithuania",701,1629134,854019,1629134
2012,201206,"Exports","Lithuania",701,678866,365126,678866
2012,201203,"Exports","Lithuania",701,2132019,1101001,2132019
2012,201202,"Exports","Latvia",701,21000,25006,21000
2012,201205,"Imports","Lithuania",701,21000,2969,21000
2012,201201,"Exports","Belgium",701,14056,8162,14056
2012,201207,"Exports","China",701,17126430,5797405,17126430
2012,201202,"Exports","India",701,168000,55509,168000
2012,201211,"Exports","Belarus",701,3772140,491600,3772140
2012,201203,"Exports","China",701,2945606,1221175,2945606
2012,201206,"Exports","China",701,12778692,4696050,12778692
2012,201201,"Exports","China",701,1295218,604510,1295218
2012,201204,"Exports","Belarus",701,3526798,654500,3526798
2012,201204,"Exports","Serbia",701,261022,101163,261022
2012,201204,"Exports","China",701,4286631,1655829,4286631
2012,201208,"Exports","Belarus",701,990815,124300,990815
2012,201205,"Exports","Serbia",701,39126,7973,39126
2012,201206,"Exports","Croatia",701,6270,2073,6270
2012,201212,"Exports","Belarus",701,1680643,259900,1680643
2012,201205,"Exports","Belarus",701,5183227,1354000,5183227
2012,201202,"Exports","China",701,1881858,812871,1881858
2012,201203,"Exports","India",701,56000,20011,56000
2012,201202,"Exports","Canada",701,24000,17136,24000
2012,201210,"Exports","Belarus",701,4645957,650100,4645957
2012,201209,"Exports","Belarus",701,3273221,476800,3273221
2012,201208,"Exports","China",701,3356836,1044873,3356836
2012,201203,"Exports","Belarus",701,3939257,623600,3939257
2012,201205,"Exports","China",701,6085137,2323568,6085137
2012,201206,"Exports","Serbia",701,741426,306123,741426
2012,201205,"Imports","Belarus",701,300,100,300
2012,201207,"Exports","Belarus",701,1182892,225500,1182892
2012,201201,"Exports","India",701,84000,25622,84000
2012,201206,"Exports","Belarus",701,1104098,180700,1104098
2012,201208,"Imports","Belarus",701,20160,8900,20160
2012,201210,"Imports","Belarus",701,19800,3400,19800
2012,201209,"Exports","China",701,543051,200799,543051
2012,201212,"Imports","Belarus",701,1500,500,1500
2012,201203,"Exports","Ukraine",701,1438,1117,1438
2012,201202,"Exports","Ukraine",701,2581,1720,2581
2012,201203,"Exports","Turkey",701,198760,48816,198760
2012,201201,"Exports","Ukraine",701,41710,5881,41710
2012,201206,"Exports","Ukraine",701,409253,121589,409253
2012,201204,"Exports","Ukraine",701,315096,95566,315096
2012,201211,"Exports","Ukraine",701,40115,4070,40115
2012,201208,"Exports","Ukraine",701,68000,10572,68000
2012,201205,"Exports","Ukraine",701,180870,25479,180870
2012,201207,"Exports","Ukraine",701,671365,120748,671365
2012,201210,"Exports","Ukraine",701,610,254,610
2012,201212,"Exports","Ukraine",701,21555,7260,21555
2012,201205,"Exports","TFYR of Macedonia",701,2600,251,2600
2012,201204,"Exports","TFYR of Macedonia",701,39099,14172,39099
2012,201209,"Exports","Ukraine",701,45021,6891,45021
2012,201206,"Exports","TFYR of Macedonia",701,59270,23029,59270
2013,201305,"Exports","Israel",701,NA,1645000,1689713
2013,201306,"Exports","Israel",701,NA,1592000,1689713
2013,201306,"Exports","Romania",701,125080,41276,125080
2013,201301,"Exports","Israel",701,NA,100000,1689713
2013,201302,"Exports","Israel",701,NA,424000,1689713
2013,201304,"Exports","Israel",701,NA,1102000,1689713
2013,201303,"Exports","Israel",701,NA,731000,1689713
2013,201305,"Exports","Spain",701,91200,74589,91200
2013,201302,"Exports","France",701,1264400,931336,1264400
2013,201305,"Exports","France",701,690700,637806,690700
2013,201306,"Exports","France",701,210800,209731,210800
2013,201301,"Exports","France",701,1406700,996972,1406700
2013,201304,"Exports","France",701,788300,715487,788300
2013,201303,"Exports","France",701,1243000,938218,1243000
2013,201303,"Exports","Armenia",701,241171,105038,241171
2013,201304,"Exports","Armenia",701,2434999,946205,2434999
2013,201303,"Exports","Belgium",701,41716,24842,41716
2013,201312,"Exports","Belgium",701,55000,20625,55000
2013,201306,"Exports","Armenia",701,1416249,808830,1416249
2013,201310,"Exports","Armenia",701,356992,117024,356992
2013,201312,"Exports","Armenia",701,65889,27014,65889
2013,201305,"Exports","Armenia",701,2272728,1253987,2272728
2013,201302,"Exports","Armenia",701,86999,35669,86999
2013,201304,"Exports","Belgium",701,2731,462,2731
2013,201301,"Exports","Belgium",701,81000,36588,81000
2013,201311,"Exports","Armenia",701,359324,110284,359324
2013,201302,"Exports","Belgium",701,6965,4745,6965
2013,201302,"Exports","Netherlands",701,5085330,2878999,5085330
2013,201303,"Exports","Morocco",701,577800,207320,577800
2013,201301,"Exports","Netherlands",701,3058811,1300164,3058811
2013,201304,"Exports","Netherlands",701,19968330,9614264,19968330
2013,201312,"Exports","Netherlands",701,180,208,180
2013,201307,"Exports","Morocco",701,120000,50152,120000
2013,201303,"Exports","Netherlands",701,10395420,5921840,10395420
2013,201305,"Exports","Morocco",701,1528800,611237,1528800
2013,201304,"Exports","Morocco",701,391200,164377,391200
2013,201302,"Exports","Morocco",701,841100,366360,841100
2013,201310,"Exports","Netherlands",701,144,215,144
2013,201306,"Exports","Netherlands",701,2218010,1208680,2218010
2013,201307,"Exports","Netherlands",701,203500,166133,203500
2013,201305,"Exports","Netherlands",701,9750830,5776163,9750830
2013,201301,"Exports","Morocco",701,72000,33999,72000
2013,201310,"Imports","Netherlands",701,64,37,64
2013,201305,"Exports","Pakistan",701,1594915,499325,1594915
2013,201303,"Exports","Poland",701,535800,235935,535800
2013,201309,"Imports","Norway",701,5625,2043,5625
2013,201304,"Exports","Poland",701,184030,54844,184030
2013,201302,"Exports","Pakistan",701,7686387,2116269,7686387
2013,201304,"Exports","Pakistan",701,11172050,3819796,11172050
2013,201303,"Exports","Pakistan",701,27048365,10196207,27048365
2013,201306,"Exports","Pakistan",701,57750,21884,57750
2013,201303,"Exports","Czech Rep.",701,135000,51294,135000
2013,201302,"Exports","Poland",701,19800,8843,19800
2013,201306,"Exports","Poland",701,350350,89285,350350
